student_id,student_name,email_id,password,std,math_grade,english_grade,science_grade,history_grade,overall_grade,assignment_completion,engagement_score,math_lec_present,science_lec_present,history_lec_present,english_lec_present,attendance_ratio,login_frequency_per_week,average_session_duration_minutes,learning_style,content_type_preference,completed_lessons,practice_tests_taken,lms_test_scores,teacher_comments_summary,risk_score,is_at_risk,suggestions_required
S1031,Angela Cohen,angela.cohen6075@yahoo.com,p1031,12,97,53,78,81,77.25,0.52,0.36,1,2,16,11,0.38,4,60,Visual,Mixed,10,6,83,Falling behind in multiple areas,70.5,1,Yes
S1032,Megan Parsons,megan.parsons3442@outlook.com,p1032,12,61,49,75,49,58.5,0.93,0.5,18,15,19,14,0.82,1,48,Kinesthetic,Videos,8,0,38,Lacks focus,39.17,0,No
S1033,Jeremy Johnson,jeremy.johnson1179@outlook.com,p1033,11,83,74,79,62,74.5,0.89,0.66,4,5,17,8,0.42,3,57,Auditory,Videos,18,5,63,Average progress,39.67,0,No
S1034,Leslie Adams,leslie.adams8761@yahoo.com,p1034,9,64,64,84,42,63.5,0.98,0.9,4,20,18,6,0.6,1,39,Kinesthetic,Texts,9,9,94,Good participation,14.95,0,No
S1035,Jason Hahn,jason.hahn2687@yahoo.com,p1035,9,88,42,43,71,61,0.69,0.8,8,15,11,19,0.66,4,43,Visual,Interactive,5,9,45,Falling behind in multiple areas,59.96,0,No
S1036,Nancy Edwards,nancy.edwards6226@edu.in,p1036,10,66,86,77,59,72,0.84,0.74,20,10,14,4,0.6,6,6,Visual,Texts,5,7,99,Shows initiative,22.7,0,No
S1037,Diana Foster,diana.foster9135@outlook.com,p1037,12,98,77,64,49,72,0.62,0.65,6,5,12,4,0.34,3,29,Auditory,Interactive,0,5,35,Falling behind in multiple areas,74.19,1,Yes
S1038,Robin Ellis,robin.ellis5323@yahoo.com,p1038,10,81,56,44,68,62.25,0.51,0.51,4,3,20,6,0.41,6,42,Auditory,Interactive,0,8,64,Can do better with more effort,45.79,0,No
S1039,Joseph Wright,joseph.wright3762@gmail.com,p1039,9,67,51,69,80,66.75,0.67,0.38,4,6,7,11,0.35,6,72,Kinesthetic,Mixed,18,0,32,Needs improvement in basics,77.62,1,Yes
S1040,Anna Baker,anna.baker5178@gmail.com,p1040,9,99,93,51,91,83.5,0.5,0.59,11,15,17,1,0.55,2,84,Auditory,Texts,2,8,50,Good participation,35.95,0,No
S1041,Brenda Hurst,brenda.hurst4396@edu.in,p1041,10,55,91,43,90,69.75,0.99,0.32,9,18,5,2,0.42,6,36,Kinesthetic,Mixed,5,2,36,Lacks focus,44.8,0,No
S1042,Reginald Robinson,reginald.robinson3466@gmail.com,p1042,9,54,63,63,85,66.25,0.46,0.45,14,14,14,9,0.64,2,83,Auditory,Texts,1,1,59,Lacks focus,50.71,0,No
S1043,Whitney Hicks,whitney.hicks3493@outlook.com,p1043,11,86,68,68,73,73.75,0.75,0.6,4,10,13,16,0.54,6,82,Reading/Writing,Texts,14,7,51,Good participation,28.71,0,No
S1044,Christopher Williams,christopher.williams6492@edu.in,p1044,11,90,82,48,76,74,0.78,0.59,13,4,12,6,0.44,5,45,Auditory,Interactive,11,9,43,Lacks focus,30.09,0,No
S1045,Daniel Burton,daniel.burton2350@edu.in,p1045,9,83,64,43,59,62.25,0.72,0.33,6,11,14,9,0.5,4,83,Auditory,Videos,9,4,84,Needs improvement in basics,72.28,1,Yes
S1046,Laura Henderson,laura.henderson2297@outlook.com,p1046,12,94,75,90,47,76.5,0.8,0.71,13,20,9,19,0.76,3,75,Visual,Interactive,18,0,96,Excellent progress,21.26,0,No
S1047,Bryan James,bryan.james9207@yahoo.com,p1047,9,91,97,63,46,74.25,0.47,0.68,3,7,4,5,0.24,1,11,Reading/Writing,Interactive,12,0,34,Needs improvement in basics,76.36,1,Yes
S1048,Wendy Rice,wendy.rice9587@outlook.com,p1048,10,96,99,53,45,73.25,0.73,0.35,7,15,19,10,0.64,1,76,Reading/Writing,Videos,2,1,98,Lacks focus,41.31,0,No
S1049,Tasha Valencia,tasha.valencia9570@edu.in,p1049,12,42,65,44,50,50.25,0.57,0.96,1,9,1,7,0.22,3,87,Visual,Videos,17,6,88,Average progress,45.85,0,No
S1050,Alexander Le,alexander.le5940@edu.in,p1050,11,76,77,57,83,73.25,0.96,0.37,11,15,13,2,0.51,4,22,Reading/Writing,Texts,19,1,38,Lacks focus,35.59,0,No
S1051,Erin Herrera,erin.herrera2276@yahoo.com,p1051,11,90,40,81,57,67,0.86,0.9,2,12,6,20,0.5,4,21,Reading/Writing,Videos,4,8,77,Can do better with more effort,23,0,No
S1052,Joseph Davidson,joseph.davidson1499@edu.in,p1052,11,46,59,96,90,72.75,0.98,0.3,5,18,1,4,0.35,6,86,Visual,Videos,12,5,66,Needs improvement in basics,66.22,1,Yes
S1053,Daniel Graham,daniel.graham1806@gmail.com,p1053,11,60,94,58,81,73.25,0.42,0.92,14,6,17,8,0.56,1,87,Kinesthetic,Texts,13,3,97,Excellent progress,26.99,0,No
S1054,Shawn Mckay,shawn.mckay2631@yahoo.com,p1054,11,48,67,51,96,65.5,0.57,0.31,13,18,3,3,0.46,3,81,Kinesthetic,Videos,14,3,49,Lacks focus,47.36,0,No
S1055,Nancy Baker,nancy.baker9781@edu.in,p1055,12,78,55,57,68,64.5,0.52,0.83,16,18,17,2,0.66,6,63,Kinesthetic,Interactive,17,2,79,Average progress,44.16,0,No
S1056,Vincent White,vincent.white6314@gmail.com,p1056,11,57,86,56,64,65.75,0.41,0.55,15,6,2,9,0.4,3,15,Kinesthetic,Texts,13,8,53,Can do better with more effort,40.53,0,No
S1057,Rita Harrell,rita.harrell9773@edu.in,p1057,12,43,56,69,60,57,0.55,0.82,3,15,7,11,0.45,1,55,Reading/Writing,Videos,18,1,78,Good participation,34.85,0,No
S1058,Kenneth Fowler,kenneth.fowler8679@edu.in,p1058,10,64,79,63,85,72.75,0.81,0.58,6,19,1,4,0.38,3,11,Reading/Writing,Mixed,2,8,37,Falling behind in multiple areas,67.15,1,Yes
S1059,Chelsea Hernandez,chelsea.hernandez9074@outlook.com,p1059,9,99,67,50,42,64.5,0.54,0.35,9,5,15,9,0.48,3,31,Kinesthetic,Interactive,0,2,35,Falling behind in multiple areas,86.48,1,Yes
S1060,Kathryn Ryan,kathryn.ryan1886@gmail.com,p1060,12,53,97,74,57,70.25,0.71,0.84,3,4,4,6,0.21,6,63,Reading/Writing,Videos,6,3,69,Average progress,50.64,0,No
S1061,Kimberly Moreno,kimberly.moreno5583@outlook.com,p1061,11,89,51,62,63,66.25,0.93,0.35,13,17,6,1,0.46,2,41,Visual,Mixed,19,8,83,Needs improvement in basics,58.04,0,No
S1062,Aaron Nguyen,aaron.nguyen4818@gmail.com,p1062,10,97,66,56,86,76.25,0.82,0.95,13,10,13,3,0.49,2,9,Auditory,Videos,6,2,46,Lacks focus,28.06,0,No
S1063,Andrew Hickman,andrew.hickman2601@edu.in,p1063,10,48,93,40,77,64.5,0.64,0.34,7,12,13,7,0.49,5,66,Kinesthetic,Mixed,16,5,80,Needs improvement in basics,69.04,1,Yes
S1064,Natasha Decker,natasha.decker63@edu.in,p1064,9,65,92,54,49,65,0.62,0.64,5,5,20,9,0.49,6,76,Kinesthetic,Interactive,14,4,31,Needs improvement in basics,68.69,1,Yes
S1065,Kyle Brown,kyle.brown8211@outlook.com,p1065,9,92,81,71,66,77.5,0.67,0.81,8,7,1,8,0.3,5,78,Reading/Writing,Videos,12,5,59,Good participation,29.7,0,No
S1066,Natalie Arroyo,natalie.arroyo8327@yahoo.com,p1066,12,41,98,99,51,72.25,0.51,0.58,8,12,2,13,0.44,4,83,Auditory,Interactive,14,4,61,Good participation,37.96,0,No
S1067,Christopher Tucker,christopher.tucker4899@gmail.com,p1067,12,59,86,48,46,59.75,0.78,0.45,7,2,6,18,0.41,2,59,Auditory,Videos,2,2,79,Needs improvement in basics,76.14,1,Yes
S1068,Chad Hodges,chad.hodges2514@yahoo.com,p1068,9,67,69,54,56,61.5,0.62,0.83,19,20,11,19,0.86,2,20,Kinesthetic,Interactive,16,1,45,Needs improvement in basics,59.96,0,No
S1069,Katie Anderson,katie.anderson2656@outlook.com,p1069,9,86,80,67,40,68.25,0.91,0.85,7,17,18,9,0.64,2,78,Kinesthetic,Texts,15,9,84,Average progress,28.61,0,No
S1070,Thomas Pierce,thomas.pierce9823@gmail.com,p1070,9,99,73,63,97,83,0.85,0.95,4,13,13,20,0.62,2,60,Reading/Writing,Mixed,0,8,86,Consistent performance,16.38,0,No
S1071,Joseph Brennan,joseph.brennan8015@outlook.com,p1071,10,46,76,99,89,77.5,0.77,0.56,10,5,12,6,0.41,4,55,Kinesthetic,Texts,13,3,74,Can do better with more effort,32.26,0,No
S1072,Rodney Lewis,rodney.lewis1842@gmail.com,p1072,9,83,45,74,65,66.75,0.62,0.65,13,5,20,12,0.62,1,72,Reading/Writing,Interactive,2,9,81,Good participation,31.85,0,No
S1073,Amber Blair,amber.blair5048@outlook.com,p1073,10,47,46,61,54,52,0.53,0.55,4,20,7,4,0.44,4,50,Visual,Videos,19,5,76,Can do better with more effort,39.39,0,No
S1074,James Collins,james.collins959@yahoo.com,p1074,11,86,71,66,90,78.25,0.87,0.48,19,12,20,9,0.75,1,65,Visual,Videos,3,8,62,Needs improvement in basics,58.18,0,No
S1075,Wanda Santos,wanda.santos9305@yahoo.com,p1075,11,74,71,58,99,75.5,0.69,0.83,10,12,7,10,0.49,5,82,Visual,Videos,8,4,53,Good participation,30.19,0,No
S1076,Samuel Holmes,samuel.holmes1413@gmail.com,p1076,12,53,92,84,72,75.25,0.53,0.54,7,7,7,3,0.3,2,37,Visual,Texts,0,6,64,Can do better with more effort,44.42,0,No
S1077,David Walker,david.walker1143@edu.in,p1077,12,56,64,51,76,61.75,0.52,0.6,5,6,2,17,0.38,6,59,Visual,Texts,13,4,93,Average progress,53.65,0,No
S1078,Matthew Chapman,matthew.chapman2113@yahoo.com,p1078,9,75,72,59,86,73,0.5,0.58,3,10,11,7,0.39,6,22,Kinesthetic,Interactive,12,8,89,Average progress,47.89,0,No
S1079,Jerry Robinson,jerry.robinson9017@edu.in,p1079,12,89,94,40,70,73.25,0.87,0.8,2,19,1,8,0.38,1,16,Visual,Texts,14,1,58,Can do better with more effort,29.2,0,No
S1080,Chad Welch,chad.welch4352@yahoo.com,p1080,11,79,97,60,74,77.5,0.54,0.94,11,16,13,11,0.64,4,78,Kinesthetic,Texts,17,2,47,Needs improvement in basics,55.69,0,No
S1081,Jeremy Whitehead,jeremy.whitehead3480@edu.in,p1081,12,43,46,88,40,54.25,0.72,0.77,10,2,12,13,0.46,1,25,Visual,Mixed,15,4,87,Average progress,45.94,0,No
S1082,Michele Jones,michele.jones5117@yahoo.com,p1082,10,41,91,84,47,65.75,0.67,0.63,13,4,13,3,0.41,3,82,Kinesthetic,Interactive,5,1,77,Good participation,41.74,0,No
S1083,John Caldwell,john.caldwell6128@edu.in,p1083,12,45,96,40,51,58,0.75,0.85,7,9,7,19,0.52,5,77,Visual,Videos,15,5,40,Lacks focus,29.98,0,No
S1084,Jason Anderson,jason.anderson8489@edu.in,p1084,11,93,51,49,98,72.75,0.93,0.75,10,5,12,14,0.51,5,30,Reading/Writing,Interactive,10,9,32,Lacks focus,23.94,0,No
S1085,Selena Duncan,selena.duncan1992@edu.in,p1085,11,81,55,86,93,78.75,0.92,0.34,4,1,17,16,0.48,2,83,Kinesthetic,Mixed,6,2,71,Falling behind in multiple areas,68.25,1,Yes
S1086,Thomas Mueller,thomas.mueller3691@yahoo.com,p1086,11,43,55,98,96,73,0.67,0.37,20,11,8,15,0.68,2,25,Auditory,Mixed,8,4,47,Falling behind in multiple areas,70.62,1,Yes
S1087,Lindsey Lee,lindsey.lee5549@gmail.com,p1087,11,93,82,98,58,82.75,0.41,0.33,16,19,3,2,0.5,4,26,Auditory,Videos,0,4,45,Needs improvement in basics,80.72,1,Yes
S1088,Collin Jordan,collin.jordan9648@gmail.com,p1088,10,68,92,71,64,73.75,0.66,0.62,20,3,7,6,0.45,1,59,Kinesthetic,Mixed,9,9,70,Average progress,44.92,0,No
S1089,Rodney Owens,rodney.owens9651@yahoo.com,p1089,12,57,75,78,96,76.5,0.76,0.88,6,1,19,7,0.41,3,50,Kinesthetic,Texts,7,7,94,Excellent progress,21.76,0,No
S1090,Jessica Nunez,jessica.nunez127@yahoo.com,p1090,11,65,52,99,71,71.75,0.73,0.52,9,4,20,9,0.52,5,45,Visual,Texts,10,8,72,Average progress,45.8,0,No
S1091,Tracey Garcia,tracey.garcia974@gmail.com,p1091,12,83,46,61,51,60.25,0.79,0.57,13,9,8,9,0.49,1,9,Auditory,Texts,4,3,72,Average progress,55.36,0,No
S1092,Richard Morgan,richard.morgan1114@yahoo.com,p1092,9,73,75,57,52,64.25,0.49,0.94,7,16,14,17,0.68,3,48,Kinesthetic,Mixed,5,9,60,Good participation,27.8,0,No
S1093,Michelle Wright,michelle.wright5423@gmail.com,p1093,10,49,86,87,67,72.25,0.79,0.89,18,7,14,3,0.52,6,20,Visual,Videos,11,0,57,Can do better with more effort,29.2,0,No
S1094,James West,james.west8433@gmail.com,p1094,9,75,90,85,40,72.5,0.51,0.77,14,5,2,4,0.31,1,39,Reading/Writing,Texts,10,4,80,Excellent progress,35.11,0,No
S1095,Robert Ramirez,robert.ramirez4572@yahoo.com,p1095,10,53,48,71,90,65.5,0.85,0.49,5,13,6,2,0.32,2,9,Kinesthetic,Mixed,6,3,56,Lacks focus,42.62,0,No
S1096,John Leblanc,john.leblanc3520@edu.in,p1096,11,70,71,66,45,63,0.6,0.38,13,11,16,1,0.51,6,66,Kinesthetic,Mixed,6,4,38,Lacks focus,49.11,0,No
S1097,Scott Callahan,scott.callahan9365@yahoo.com,p1097,12,87,50,67,47,62.75,0.83,0.31,8,14,9,10,0.51,6,30,Kinesthetic,Mixed,11,8,67,Falling behind in multiple areas,66.94,1,Yes
S1098,Andrea Williams,andrea.williams3991@edu.in,p1098,10,54,47,57,43,50.25,0.43,0.37,15,17,15,3,0.62,5,65,Visual,Interactive,11,7,65,Needs improvement in basics,76.7,1,Yes
S1099,Yvette Huff,yvette.huff6679@edu.in,p1099,9,47,72,98,44,65.25,0.64,0.5,19,12,19,10,0.75,3,55,Reading/Writing,Interactive,0,7,89,Average progress,50.98,0,No
S1100,Tanya House,tanya.house1555@yahoo.com,p1100,9,53,62,78,64,64.25,0.82,0.69,9,19,15,9,0.65,2,73,Auditory,Texts,18,7,86,Good participation,20.72,0,No
S1101,Melinda Martin,melinda.martin7072@gmail.com,p1101,12,62,64,88,61,68.75,0.54,0.34,6,5,12,17,0.5,6,60,Reading/Writing,Videos,3,0,76,Lacks focus,51.47,0,No
S1102,Todd Lewis,todd.lewis6949@outlook.com,p1102,10,99,95,68,67,82.25,0.88,0.4,14,8,9,15,0.57,4,54,Reading/Writing,Videos,18,6,97,Needs improvement in basics,52.4,0,No
S1103,Richard Brown,richard.brown7661@edu.in,p1103,9,96,47,57,78,69.5,0.78,0.43,10,2,16,3,0.39,4,40,Reading/Writing,Mixed,18,3,80,Lacks focus,34.99,0,No
S1104,Nicholas Galloway,nicholas.galloway1622@gmail.com,p1104,9,79,84,83,62,77,0.75,0.74,9,17,6,3,0.44,2,28,Reading/Writing,Texts,10,5,87,Shows initiative,26.14,0,No
S1105,Joseph Bowers,joseph.bowers6606@gmail.com,p1105,10,60,61,47,43,52.75,0.61,0.73,17,2,20,4,0.54,3,83,Kinesthetic,Videos,8,3,77,Good participation,38.96,0,No
S1106,Spencer Henderson,spencer.henderson1800@outlook.com,p1106,11,55,98,93,91,84.25,0.69,0.69,13,3,15,4,0.44,3,34,Auditory,Interactive,12,4,88,Average progress,41.31,0,No
S1107,Susan Cowan,susan.cowan3149@yahoo.com,p1107,11,84,43,70,43,60,0.76,0.48,17,20,13,17,0.84,5,73,Visual,Videos,18,4,76,Needs improvement in basics,59.64,0,No
S1108,Angela Higgins,angela.higgins8796@yahoo.com,p1108,12,57,79,73,86,73.75,0.68,0.56,19,18,10,6,0.66,2,52,Kinesthetic,Interactive,4,0,44,Lacks focus,41.94,0,No
S1109,Eric Phillips,eric.phillips2306@edu.in,p1109,11,86,42,46,98,68,0.82,0.37,13,15,14,11,0.66,4,26,Visual,Interactive,10,5,31,Lacks focus,38.91,0,No
S1110,Tanya Riley,tanya.riley3016@edu.in,p1110,12,92,68,75,60,73.75,0.66,0.46,9,5,3,12,0.36,2,37,Visual,Mixed,2,9,90,Lacks focus,36.74,0,No
S1111,Amy Adkins,amy.adkins7589@outlook.com,p1111,9,63,80,57,76,69,0.52,0.93,1,17,12,7,0.46,1,73,Visual,Videos,4,7,69,Good participation,30.81,0,No
S1112,Brian Silva,brian.silva1245@yahoo.com,p1112,9,65,68,99,95,81.75,0.53,0.99,1,14,1,13,0.36,3,54,Auditory,Interactive,12,4,72,Consistent performance,25.49,0,No
S1113,Wesley Farrell,wesley.farrell9026@edu.in,p1113,11,64,73,77,80,73.5,0.4,0.75,5,1,16,6,0.35,6,27,Reading/Writing,Mixed,13,9,77,Excellent progress,30.75,0,No
S1114,Eric Yu,eric.yu838@gmail.com,p1114,10,99,73,98,41,77.75,0.58,0.94,8,14,10,3,0.44,1,14,Reading/Writing,Videos,12,5,98,Excellent progress,22.21,0,No
S1115,Christopher Lopez,christopher.lopez1538@gmail.com,p1115,11,99,67,48,98,78,0.85,0.75,18,9,9,14,0.62,4,40,Reading/Writing,Texts,1,4,86,Excellent progress,26.38,0,No
S1116,Brooke Leonard,brooke.leonard2734@yahoo.com,p1116,12,99,52,98,46,73.75,0.88,0.32,4,5,18,14,0.51,3,21,Auditory,Videos,1,0,97,Lacks focus,42.39,0,No
S1117,Joe Wilson,joe.wilson7966@edu.in,p1117,12,84,54,48,88,68.5,0.52,1,1,4,1,10,0.2,4,57,Kinesthetic,Videos,17,4,41,Needs improvement in basics,62.45,1,Yes
S1118,Pamela Sanchez,pamela.sanchez3512@edu.in,p1118,10,80,99,85,55,79.75,0.98,0.37,15,1,10,5,0.39,4,12,Auditory,Texts,5,1,97,Needs improvement in basics,66.21,1,Yes
S1119,Brooke Harvey,brooke.harvey970@edu.in,p1119,9,68,62,47,56,58.25,0.7,0.78,20,3,7,2,0.4,4,48,Kinesthetic,Mixed,18,3,80,Can do better with more effort,31.02,0,No
S1120,Robert Silva,robert.silva6219@yahoo.com,p1120,9,54,83,90,59,71.5,0.95,0.48,4,20,10,6,0.5,5,65,Auditory,Mixed,9,1,58,Falling behind in multiple areas,66.75,1,Yes
S1121,Alexandra Donovan,alexandra.donovan6406@gmail.com,p1121,11,84,65,74,97,80,0.82,0.57,9,11,12,11,0.54,4,10,Kinesthetic,Interactive,7,7,58,Average progress,43.99,0,No
S1122,James Moran,james.moran7464@outlook.com,p1122,12,40,43,57,62,50.5,0.83,0.75,20,16,11,18,0.81,4,75,Visual,Videos,4,6,42,Needs improvement in basics,63.11,1,Yes
S1123,John Foster,john.foster6940@outlook.com,p1123,12,64,65,44,73,61.5,0.45,0.61,10,11,9,11,0.51,1,85,Kinesthetic,Videos,1,8,86,Can do better with more effort,40.51,0,No
S1124,Emily Evans,emily.evans2546@edu.in,p1124,10,46,79,53,50,57,0.53,0.48,15,10,5,15,0.56,1,41,Auditory,Interactive,5,3,75,Needs improvement in basics,76.86,1,Yes
S1125,Leslie Walton,leslie.walton4871@yahoo.com,p1125,10,48,48,67,73,59,0.41,0.53,3,12,4,3,0.28,1,58,Kinesthetic,Texts,17,4,49,Falling behind in multiple areas,77.32,1,Yes
S1126,Charles Ellis,charles.ellis968@yahoo.com,p1126,11,63,94,69,72,74.5,0.83,0.54,2,5,20,2,0.36,3,27,Auditory,Interactive,7,8,88,Can do better with more effort,29.81,0,No
S1127,Yolanda Ferrell,yolanda.ferrell5148@gmail.com,p1127,10,40,44,43,65,48,0.61,0.97,5,10,13,7,0.44,5,61,Kinesthetic,Mixed,1,8,65,Needs improvement in basics,65.59,1,Yes
S1128,Charles Lewis,charles.lewis831@gmail.com,p1128,9,83,95,78,41,74.25,0.87,0.86,1,13,8,5,0.34,3,55,Reading/Writing,Interactive,19,1,30,Needs improvement in basics,58.26,0,No
S1129,Joseph Mahoney,joseph.mahoney8248@edu.in,p1129,10,47,71,59,62,59.75,0.6,0.62,11,19,16,13,0.74,5,62,Auditory,Videos,3,0,32,Needs improvement in basics,76.81,1,Yes
S1130,Nicole Suarez,nicole.suarez941@yahoo.com,p1130,12,63,59,64,80,66.5,0.89,0.44,12,7,1,8,0.35,5,23,Kinesthetic,Videos,14,2,73,Falling behind in multiple areas,67.7,1,Yes
S1131,Mike Moore,mike.moore3054@gmail.com,p1131,12,50,89,67,61,66.75,0.48,0.87,3,16,17,9,0.56,2,31,Auditory,Videos,19,9,84,Can do better with more effort,21.29,0,No
S1132,Martha Warner,martha.warner9759@gmail.com,p1132,12,90,50,51,97,72,0.5,0.41,16,6,15,8,0.56,6,29,Visual,Interactive,8,0,89,Needs improvement in basics,74.81,1,Yes
